window_id,sub_ID,anchor_date,obs_start,obs_end,target_start,target_end,future_actual_efficacy_mean_30d,n_target_efficacy_obs,audit_sub_age,audit_sub_sex,audit_sup_ID,split
98000152_2021-01-30,98000152,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6588095238095237,21,45,F,98000007.0,train
98000153_2021-01-30,98000153,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5137619047619048,21,41,F,98000007.0,train
98000155_2021-01-30,98000155,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,1.0475999999999999,20,53,F,98000007.0,train
98000157_2021-01-30,98000157,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.9878947368421054,19,57,M,98000007.0,train
98000159_2021-01-30,98000159,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5765238095238095,21,23,M,98000007.0,train
98000160_2021-01-30,98000160,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5609499999999998,20,26,M,98000007.0,train
98000161_2021-01-30,98000161,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6625714285714286,21,54,M,98000007.0,train
98000162_2021-01-30,98000162,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.34600000000000003,21,27,M,98000007.0,train
98000163_2021-01-30,98000163,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.8843,20,44,F,98000007.0,train
98000164_2021-01-30,98000164,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5592499999999999,20,27,M,98000007.0,train
98000166_2021-01-30,98000166,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.38073684210526315,19,24,F,98000008.0,train
98000167_2021-01-30,98000167,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5555714285714286,21,32,F,98000008.0,train
98000168_2021-01-30,98000168,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.4034,20,29,M,98000008.0,train
98000169_2021-01-30,98000169,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7804285714285712,21,50,F,98000008.0,train
98000170_2021-01-30,98000170,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.9515789473684212,19,50,F,98000008.0,train
98000171_2021-01-30,98000171,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.8267894736842105,19,58,M,98000008.0,train
98000173_2021-01-30,98000173,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,1.1316190476190477,21,63,M,98000008.0,train
98000174_2021-01-30,98000174,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6832380952380953,21,56,F,98000008.0,train
98000175_2021-01-30,98000175,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,1.0764761904761906,21,51,M,98000008.0,train
98000176_2021-01-30,98000176,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7667,20,42,M,98000008.0,train
98000177_2021-01-30,98000177,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.8201052631578948,19,38,F,98000008.0,train
98000178_2021-01-30,98000178,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.753047619047619,21,53,F,98000008.0,train
98000180_2021-01-30,98000180,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6819999999999999,19,38,F,98000008.0,train
98000181_2021-01-30,98000181,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7926190476190476,21,61,M,98000008.0,train
98000182_2021-01-30,98000182,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.4178888888888889,18,24,M,98000008.0,train
98000185_2021-01-30,98000185,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.9249,20,38,F,98000009.0,train
98000186_2021-01-30,98000186,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6074761904761905,21,53,M,98000009.0,train
98000187_2021-01-30,98000187,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7926666666666667,21,51,F,98000009.0,train
98000188_2021-01-30,98000188,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.8034285714285714,21,52,M,98000009.0,train
98000189_2021-01-30,98000189,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5207222222222222,18,36,M,98000009.0,train
98000190_2021-01-30,98000190,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.66755,20,32,F,98000009.0,train
98000191_2021-01-30,98000191,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5084000000000002,20,40,F,98000009.0,train
98000192_2021-01-30,98000192,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7459047619047618,21,31,M,98000009.0,train
98000193_2021-01-30,98000193,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5468571428571428,21,49,F,98000009.0,train
98000194_2021-01-30,98000194,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.68645,20,47,F,98000009.0,train
98000195_2021-01-30,98000195,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.53745,20,25,M,98000009.0,train
98000197_2021-01-30,98000197,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5246666666666667,21,38,M,98000009.0,train
98000198_2021-01-30,98000198,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7330476190476192,21,52,F,98000009.0,train
98000199_2021-01-30,98000199,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5471428571428572,21,19,F,98000009.0,train
98000200_2021-01-30,98000200,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.4672380952380953,21,50,F,98000009.0,train
98000201_2021-01-30,98000201,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7490526315789474,19,31,F,98000009.0,train
98000202_2021-01-30,98000202,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5068947368421052,19,51,M,98000009.0,train
98000203_2021-01-30,98000203,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.754421052631579,19,41,M,98000009.0,train
98000204_2021-01-30,98000204,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5248571428571429,21,21,M,98000009.0,train
98000205_2021-01-30,98000205,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.4045714285714285,21,53,M,98000010.0,train
98000206_2021-01-30,98000206,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.3967894736842105,19,59,F,98000010.0,train
98000207_2021-01-30,98000207,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6520952380952381,21,60,M,98000010.0,train
98000208_2021-01-30,98000208,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.9896190476190474,21,26,M,98000010.0,train
98000209_2021-01-30,98000209,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7698095238095238,21,32,F,98000010.0,train
98000210_2021-01-30,98000210,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.8793,20,28,F,98000010.0,train
98000211_2021-01-30,98000211,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.8298571428571428,21,22,M,98000010.0,train
98000214_2021-01-30,98000214,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.43150000000000005,20,21,M,98000010.0,train
98000215_2021-01-30,98000215,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7806249999999999,16,50,M,98000010.0,train
98000216_2021-01-30,98000216,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7140555555555556,18,24,F,98000252.0,train
98000219_2021-01-30,98000219,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6462380952380953,21,65,M,98000010.0,train
98000220_2021-01-30,98000220,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6866500000000001,20,65,M,98000010.0,train
98000222_2021-01-30,98000222,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6895714285714285,21,65,F,98000010.0,train
98000224_2021-01-30,98000224,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6141428571428572,21,23,F,98000010.0,train
98000225_2021-01-30,98000225,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.8374761904761906,21,37,F,98000010.0,train
98000226_2021-01-30,98000226,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5927142857142856,21,59,M,98000011.0,train
98000227_2021-01-30,98000227,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6963529411764705,17,54,F,98000011.0,train
98000228_2021-01-30,98000228,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6551428571428571,21,40,F,98000011.0,train
98000230_2021-01-30,98000230,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,1.0380499999999997,20,56,M,98000011.0,train
98000231_2021-01-30,98000231,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.8892857142857143,21,45,F,98000011.0,train
98000232_2021-01-30,98000232,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6069499999999999,20,34,M,98000011.0,train
98000234_2021-01-30,98000234,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.29925000000000007,20,21,M,98000011.0,train
98000235_2021-01-30,98000235,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.5878571428571429,21,58,M,98000011.0,train
98000236_2021-01-30,98000236,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7313809523809525,21,63,F,98000011.0,train
98000237_2021-01-30,98000237,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,1.0747619047619046,21,44,F,98000011.0,train
98000240_2021-01-30,98000240,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,1.1183157894736844,19,56,F,98000011.0,train
98000241_2021-01-30,98000241,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.8807142857142858,21,42,F,98000011.0,train
98000243_2021-01-30,98000243,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.876,20,29,M,98000011.0,train
98000244_2021-01-30,98000244,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.7513,20,65,F,98000011.0,train
98000245_2021-01-30,98000245,2021-01-30,2021-01-01,2021-01-30,2021-01-31,2021-03-01,0.6348499999999999,20,40,F,98000011.0,train
