window_id,sub_ID,anchor_date,audit_sub_age,audit_sub_sex,audit_sup_ID,future_actual_efficacy_mean_30d,diff_performance_mean_30d,absdiff_performance_mean_30d,diff_performance_std_30d,absdiff_performance_std_30d,diff_performance_trend_30d,absdiff_performance_trend_30d,diff_attendance_rate_30d,absdiff_attendance_rate_30d,diff_positive_behavior_count_30d,absdiff_positive_behavior_count_30d,diff_negative_behavior_count_30d,absdiff_negative_behavior_count_30d,discrepancy_index_z,behavior_information_loss,Linear_Regression_abs_prediction_divergence,Linear_Regression_error_degradation,Random_Forest_abs_prediction_divergence,Random_Forest_error_degradation,XGBoost_abs_prediction_divergence,XGBoost_error_degradation
98000012_2022-03-26,98000012,2022-03-26,53,F,98000443.0,0.5620999999999999,0.00261904761904741,0.00261904761904741,-0.005235859072497795,0.005235859072497795,0.029423334395919508,0.029423334395919508,0.0,0.0,0.0,0.0,0.0,0.0,-0.6004158967141838,0.0,0.00841817030890235,0.00841817030890235,0.06497811371008877,0.015261627755536744,0.010420441627502441,0.010420441627502441
98000013_2022-03-26,98000013,2022-03-26,38,M,98000443.0,0.776,0.02314285714285702,0.02314285714285702,0.035329037467161595,0.035329037467161595,0.0839607905642338,0.0839607905642338,0.0,0.0,-2.0,2.0,0.0,0.0,0.6118041182570123,2.0,0.010933688847685863,0.010933688847685863,0.014398775598780222,-0.014398775598780222,0.01474761962890625,-0.01474761962890625
98000015_2022-03-26,98000015,2022-03-26,62,M,98000443.0,0.6857,-0.043714285714285595,0.043714285714285595,-0.0739303263933066,0.0739303263933066,0.1485817660184893,0.1485817660184893,0.0,0.0,0.0,0.0,0.0,0.0,0.6477816227626255,0.0,0.03137192646752851,0.03137192646752851,0.050041726350365634,0.050041726350365634,0.011617183685302734,0.011617183685302734
98000017_2022-03-26,98000017,2022-03-26,31,F,98000351.0,0.599047619047619,-0.002142857142857002,0.002142857142857002,0.015111659490698592,0.015111659490698592,0.0368578259483584,0.0368578259483584,0.0,0.0,0.0,0.0,0.0,0.0,-0.5155309463190321,0.0,0.005553322966315388,-0.005553322966315388,0.036672855721079256,-0.036672855721079256,0.009888112545013428,-0.009888112545013428
98000018_2022-03-26,98000018,2022-03-26,62,M,98000351.0,0.8430476190476189,-0.022210526315789902,0.022210526315789902,0.09100009525107372,0.09100009525107372,0.33499923312883473,0.33499923312883473,0.0,0.0,0.0,0.0,0.0,0.0,1.08645560765173,0.0,0.03198180430579112,-0.03198180430579112,0.0316205474741722,-0.0316205474741722,0.0955895185470581,-0.0955895185470581
98000019_2022-03-26,98000019,2022-03-26,25,F,98000351.0,0.3199999999999999,0.013499999999999901,0.013499999999999901,0.05315889961629772,0.05315889961629772,-0.06663867522085237,0.06663867522085237,0.0,0.0,0.0,0.0,0.0,0.0,-0.04826722266114678,0.0,0.01607913864844135,0.01607913864844135,0.028655161931131434,0.028655161931131434,0.02901485562324524,0.02901485562324524
98000021_2022-03-26,98000021,2022-03-26,25,M,98000351.0,0.3824000000000001,-0.027052631578947384,0.027052631578947384,-0.05014636746044959,0.05014636746044959,-0.023176200285216303,0.023176200285216303,0.0,0.0,-1.0,1.0,0.0,0.0,0.26097103240968617,1.0,0.012688092446321075,0.012688092446321075,0.02273684980654156,0.02273684980654156,0.016818344593048096,0.016818344593048096
98000022_2022-03-26,98000022,2022-03-26,47,F,98000351.0,0.8609047619047617,-0.0010000000000000009,0.0010000000000000009,0.008781257171976309,0.008781257171976309,-0.1739665628585477,0.1739665628585477,0.0,0.0,-1.0,1.0,0.0,0.0,0.14533570015624878,1.0,0.0010043616289557855,0.0010043616289557855,0.02180181651621571,0.015100160231517501,0.03460496664047241,0.023507518064408428
98000024_2022-03-26,98000024,2022-03-26,45,F,98000351.0,0.9383684210526316,-0.012949999999999795,0.012949999999999795,-0.008463585174334487,0.008463585174334487,0.1454681830084923,0.1454681830084923,0.0,0.0,0.0,0.0,0.0,0.0,-0.1322232849994965,0.0,0.024829772196858224,-0.024829772196858224,0.005399993068610609,-0.005399993068610609,0.003890693187713623,-0.003890693187713623
98000025_2022-03-26,98000025,2022-03-26,20,F,98000001.0,0.5853499999999999,-0.004857142857142782,0.004857142857142782,0.024904341106005284,0.024904341106005284,0.024676123685049206,0.024676123685049206,0.0,0.0,0.0,0.0,0.0,0.0,-0.4553603989550219,0.0,0.0007448002544776511,-0.0007448002544776511,0.035697657580354036,-0.035697657580354036,0.004623115062713623,-0.004623115062713623
98000026_2022-03-26,98000026,2022-03-26,34,M,98000001.0,1.046842105263158,-0.016099999999999892,0.016099999999999892,0.035839981371636964,0.035839981371636964,0.03305119453924937,0.03305119453924937,0.0,0.0,0.0,0.0,0.0,0.0,-0.23878920579603993,0.0,0.017174129912244207,0.017174129912244207,0.014430981495492823,0.014430981495492823,0.05696195363998413,0.05696195363998413
98000028_2022-03-26,98000028,2022-03-26,40,F,98000001.0,0.8798095238095238,-0.02199999999999991,0.02199999999999991,0.0163896803892081,0.0163896803892081,-0.0486206566783548,0.0486206566783548,0.0,0.0,0.0,0.0,0.0,0.0,-0.2662887076215177,0.0,0.012173544139998715,0.012173544139998715,0.015125139487008776,-0.015125139487008776,0.0010679364204406738,0.0010679364204406738
98000030_2022-03-26,98000030,2022-03-26,39,M,98000001.0,1.0229,-0.03420000000000001,0.03420000000000001,0.01846291639249903,0.01846291639249903,0.04228225334663993,0.04228225334663993,0.0,0.0,0.0,0.0,0.0,0.0,-0.14386523407651622,0.0,0.025035016519206366,0.025035016519206366,0.02704670866006975,-0.02704670866006975,0.005909562110900879,-0.005909562110900879
98000032_2022-03-26,98000032,2022-03-26,28,M,98000001.0,1.0826190476190474,-0.046190476190476115,0.046190476190476115,-0.07841460511014997,0.07841460511014997,0.1725731590691744,0.1725731590691744,0.0,0.0,0.0,0.0,0.0,0.0,0.7744405483423437,0.0,0.04743803387584178,0.04743803387584178,0.04542557840992445,-0.04542557840992445,0.0070680975914001465,-0.0070680975914001465
98000033_2022-03-26,98000033,2022-03-26,36,M,98000001.0,0.9671,-0.03185714285714303,0.03185714285714303,-0.006445184575663121,0.006445184575663121,0.0487354160025502,0.0487354160025502,0.0,0.0,0.0,0.0,0.0,0.0,-0.23225030261491866,0.0,0.023613252767774262,0.023613252767774262,0.002756093354797984,-0.002756093354797984,0.009631156921386719,0.009631156921386719
98000034_2022-03-26,98000034,2022-03-26,33,M,98000001.0,0.6082222222222222,0.04150000000000009,0.04150000000000009,0.06688578646818216,0.06688578646818216,0.11339899221255148,0.11339899221255148,0.0,0.0,-2.0,2.0,0.0,0.0,1.1059448537094099,2.0,0.03273786539836998,0.0021100967483919097,0.081119285226391,-0.021167729349041875,0.03757798671722412,0.012717056486341693
98000035_2022-03-26,98000035,2022-03-26,60,F,98000001.0,0.7713529411764706,-0.02419047619047643,0.02419047619047643,0.014596333125104277,0.014596333125104277,-0.1665865476569972,0.1665865476569972,0.0,0.0,0.0,0.0,0.0,0.0,0.08838476017996366,0.0,0.01820635506619217,-0.01820635506619217,0.007821585313426804,-0.007821585313426804,0.03401148319244385,0.03401148319244385
98000036_2022-03-26,98000036,2022-03-26,24,M,98000001.0,0.86825,0.011900000000000133,0.011900000000000133,0.017702167121353807,0.017702167121353807,0.05646995515695058,0.05646995515695058,0.0,0.0,0.0,0.0,0.0,0.0,-0.33915047699291084,0.0,0.006333593288700645,-0.006333593288700645,0.020662107576970734,-0.020662107576970734,0.003814697265625,-0.003814697265625
98000037_2022-03-26,98000037,2022-03-26,62,M,98000001.0,0.8551,0.003809523809523818,0.003809523809523818,0.02968126598805798,0.02968126598805798,-0.2119136117309531,0.2119136117309531,0.0,0.0,0.0,0.0,0.0,0.0,0.11321532171337272,0.0,0.006728654766146702,-0.006728654766146702,0.049960258309086014,-0.049960258309086014,0.0398252010345459,-0.0398252010345459
98000040_2022-03-26,98000040,2022-03-26,21,F,98000001.0,0.3677500000000001,-0.0234285714285713,0.0234285714285713,-0.014950175684066494,0.014950175684066494,-0.040228881096589,0.040228881096589,0.0,0.0,0.0,0.0,0.0,0.0,-0.28588554632761326,0.0,0.012886938516699753,-0.012886938516699753,0.02505966942701754,-0.02505966942701754,0.006034135818481445,-0.006034135818481445
98000041_2022-03-26,98000041,2022-03-26,40,F,98000001.0,1.031619047619048,0.004649999999999932,0.004649999999999932,-0.0052320840834010895,0.0052320840834010895,-0.0953971986161033,0.0953971986161033,0.0,0.0,0.0,0.0,0.0,0.0,-0.3868033412987153,0.0,0.00940632152127463,-0.00940632152127463,0.0011782305127262527,0.0011782305127262527,0.011196255683898926,-0.011196255683898926
98000043_2022-03-26,98000043,2022-03-26,37,F,98000001.0,0.7843333333333332,0.013473684210526415,0.013473684210526415,-0.002348609099615484,0.002348609099615484,-0.017508505626798704,0.017508505626798704,0.0,0.0,0.0,0.0,0.0,0.0,-0.5424515476985541,0.0,0.009691019056789596,-0.009691019056789596,0.041037805624549506,-0.041037805624549506,0.005752921104431152,-0.005752921104431152
98000044_2022-03-26,98000044,2022-03-26,35,F,98000001.0,0.5217619047619048,0.003578947368421126,0.003578947368421126,-0.0017347631052382073,0.0017347631052382073,0.03578475336322867,0.03578475336322867,0.0,0.0,0.0,0.0,0.0,0.0,-0.5960382674335795,0.0,0.003995146539620742,0.003995146539620742,0.025503099034951515,-0.025503099034951515,0.03084409236907959,0.03084409236907959
98000045_2022-03-26,98000045,2022-03-26,57,M,98000002.0,0.82765,0.014333333333333309,0.014333333333333309,0.08195872127111042,0.08195872127111042,0.036785145043034595,0.036785145043034595,0.0,0.0,0.0,0.0,0.0,0.0,0.0719223546502721,0.0,0.0032475508676474973,0.0032475508676474973,0.032504004271780684,0.032504004271780684,0.010744452476501465,0.010744452476501465
98000046_2022-03-26,98000046,2022-03-26,38,M,98000002.0,0.6186666666666668,-0.04014285714285715,0.04014285714285715,-0.027678345859895592,0.027678345859895592,-0.04256997131016929,0.04256997131016929,0.0,0.0,0.0,0.0,-1.0,1.0,0.6669963955931378,1.0,0.02808546682327051,0.02808546682327051,0.07385727949051724,0.04316400830619349,0.04114645719528198,0.04114645719528198
98000047_2022-03-26,98000047,2022-03-26,30,M,98000002.0,0.6032380952380952,0.0018888888888887179,0.0018888888888887179,-0.004405905516482789,0.004405905516482789,-0.034863563402889486,0.034863563402889486,0.0,0.0,0.0,0.0,0.0,0.0,-0.597840937332541,0.0,0.0029241392907519703,-0.0029241392907519703,0.04148575884583472,-0.020455599193782592,0.02532958984375,-0.02532958984375
98000049_2022-03-26,98000049,2022-03-26,50,F,98000002.0,0.5790000000000001,0.03534999999999999,0.03534999999999999,0.05029148331122349,0.05029148331122349,0.1587382744429202,0.1587382744429202,0.0,0.0,0.0,0.0,0.0,0.0,0.4275424344972692,0.0,0.031332877811402926,-0.031332877811402926,0.03922150254207318,-0.03922150254207318,0.05751878023147583,-0.05751878023147583
98000050_2022-03-26,98000050,2022-03-26,51,F,98000002.0,0.7801428571428572,-0.05589999999999995,0.05589999999999995,-0.06615269584467331,0.06615269584467331,-0.05322934487269826,0.05322934487269826,0.0,0.0,0.0,0.0,0.0,0.0,0.4422931726233576,0.0,0.03499919440738086,0.03499919440738086,0.03531009766866411,0.03531009766866411,0.07039105892181396,0.07039105892181396
98000053_2022-03-26,98000053,2022-03-26,47,M,98000002.0,0.6466,0.03060000000000007,0.03060000000000007,0.038508991460375286,0.038508991460375286,0.03459719880243639,0.03459719880243639,0.0,0.0,-2.0,2.0,0.0,0.0,0.5670582782829755,2.0,0.027713164187388784,0.027713164187388784,0.02138016521713426,-0.02138016521713426,0.03563332557678223,0.03563332557678223
98000055_2022-03-26,98000055,2022-03-26,37,M,98000002.0,0.4291999999999999,0.009666666666666601,0.009666666666666601,0.08831061184812583,0.08831061184812583,0.0046458399744983,0.0046458399744983,0.0,0.0,0.0,0.0,0.0,0.0,-0.026499562120567244,0.0,0.007275229512764381,0.007275229512764381,0.023637226497611685,0.023637226497611685,0.02287966012954712,-0.02287966012954712
98000056_2022-03-26,98000056,2022-03-26,34,F,98000002.0,0.3989999999999999,-0.017285714285714293,0.017285714285714293,-0.005983073499301911,0.005983073499301911,-0.0629483583041123,0.0629483583041123,0.0,0.0,0.0,0.0,0.0,0.0,-0.3451884191544758,0.0,0.004481793415637814,-0.004481793415637814,0.013795535615214183,-0.013795535615214183,0.0001246929168701172,-0.0001246929168701172
98000058_2022-03-26,98000058,2022-03-26,26,F,98000002.0,0.5912499999999999,-0.013952380952381105,0.013952380952381105,-0.007151799298825701,0.007151799298825701,0.029827861013707213,0.029827861013707213,0.0,0.0,-1.0,1.0,0.0,0.0,-0.1521765117239129,1.0,0.015908474530671457,0.015908474530671457,0.027966100839296848,0.027966100839296848,0.018806248903274536,0.018806248903274536
98000060_2022-03-26,98000060,2022-03-26,46,F,98000002.0,0.8655238095238095,-0.0017000000000001458,0.0017000000000001458,5.9749531132302636e-05,5.9749531132302636e-05,0.17950633935797097,0.17950633935797097,0.0,0.0,-1.0,1.0,0.0,0.0,0.10860484202100196,1.0,0.012851758658751322,-0.012851758658751322,0.07687897016548062,0.0567004216406406,0.03817486763000488,0.03817486763000488
98000064_2022-03-26,98000064,2022-03-26,57,F,98000002.0,0.7828499999999999,0.03833333333333333,0.03833333333333333,0.06597209748885657,0.06597209748885657,0.18744692381255978,0.18744692381255978,0.0,0.0,-1.0,1.0,0.0,0.0,0.966686139786245,1.0,0.024913184464546934,0.024913184464546934,0.04191102065683494,0.04191102065683494,0.019949793815612793,-0.019949793815612793
98000066_2022-03-26,98000066,2022-03-26,30,M,98000003.0,0.789,0.05180000000000007,0.05180000000000007,0.05357454982846149,0.05357454982846149,-0.0588427090671233,0.0588427090671233,0.0,0.0,0.0,0.0,0.0,0.0,0.32935392001912117,0.0,0.04239947062432048,-0.002419898340860094,0.060005730765198106,0.04219652734958601,0.022531747817993164,0.022531747817993164
98000068_2022-03-26,98000068,2022-03-26,56,M,98000003.0,0.7311904761904761,-0.006199999999999872,0.006199999999999872,0.052556091106103875,0.052556091106103875,0.00308300395256933,0.00308300395256933,0.0,0.0,0.0,0.0,0.0,0.0,-0.3136926320546616,0.0,0.001006331616051681,-0.001006331616051681,0.015965286313921356,0.015965286313921356,0.0042816996574401855,0.0042816996574401855
98000069_2022-03-26,98000069,2022-03-26,23,F,98000003.0,0.6345714285714286,-0.03214285714285725,0.03214285714285725,0.012955777368952592,0.012955777368952592,0.0941342046541285,0.0941342046541285,0.0,0.0,0.0,0.0,0.0,0.0,-0.05186505481835413,0.0,0.025472756356988646,-0.025472756356988646,0.026737714260682166,-0.026737714260682166,0.022890090942382812,-0.022890090942382812
98000070_2022-03-26,98000070,2022-03-26,34,M,98000003.0,0.4220952380952381,0.013619047619047586,0.013619047619047586,0.0621861692904086,0.0621861692904086,0.0746499840612054,0.0746499840612054,0.0,0.0,0.0,0.0,0.0,0.0,0.038625588618109725,0.0,0.013278787359808475,0.013278787359808475,0.006976023966133504,-0.006976023966133504,0.012012064456939697,0.012012064456939697
98000071_2022-03-26,98000071,2022-03-26,44,F,98000003.0,0.61175,0.01924999999999999,0.01924999999999999,0.0197957395467796,0.0197957395467796,-0.1117512024486225,0.1117512024486225,0.0,0.0,0.0,0.0,0.0,0.0,-0.08707291778509456,0.0,0.01659126849259207,-0.01659126849259207,0.03275384764320166,-0.03275384764320166,0.005897462368011475,-0.005897462368011475
98000072_2022-03-26,98000072,2022-03-26,54,F,98000003.0,0.4822499999999999,0.016450000000000187,0.016450000000000187,0.03420940001138062,0.03420940001138062,-0.10663970266724979,0.10663970266724979,0.0,0.0,0.0,0.0,0.0,0.0,-0.03162033507042412,0.0,0.012949074283487572,0.012949074283487572,0.01949588902739774,0.01949588902739774,0.003696262836456299,-0.003696262836456299
98000073_2022-03-26,98000073,2022-03-26,59,F,98000003.0,0.5161428571428571,-0.02180952380952378,0.02180952380952378,-0.02632131257616277,0.02632131257616277,-0.01938093720114739,0.01938093720114739,0.0,0.0,0.0,0.0,0.0,0.0,-0.28509526730023566,0.0,0.012850912393502112,0.012850912393502112,0.025962041439357597,-0.025962041439357597,0.017464876174926758,0.017464876174926758
98000074_2022-03-26,98000074,2022-03-26,19,M,98000003.0,0.8041052631578948,0.012250000000000205,0.012250000000000205,0.07761944294416451,0.07761944294416451,0.08552520369180819,0.08552520369180819,0.0,0.0,0.0,0.0,0.0,0.0,0.16262440075964765,0.0,0.0023755604307809097,0.0023755604307809097,0.05909681605697881,0.05909681605697881,0.038968682289123535,0.038968682289123535
98000075_2022-03-26,98000075,2022-03-26,58,M,98000003.0,0.361,-0.02071428571428574,0.02071428571428574,-0.013291923927528426,0.013291923927528426,-0.05558080969078749,0.05558080969078749,0.0,0.0,0.0,0.0,0.0,0.0,-0.2806878904461606,0.0,0.0058469781998944925,-0.0058469781998944925,0.015699234138539298,-0.015699234138539298,0.011367231607437134,0.011367231607437134
98000078_2022-03-26,98000078,2022-03-26,31,F,98000003.0,0.61575,-0.004318181818181888,0.004318181818181888,0.010301815532896719,0.010301815532896719,0.039265693086798115,0.039265693086798115,0.0,0.0,0.0,0.0,0.0,0.0,-0.5191063721297559,0.0,0.0012720513874424633,0.0012720513874424633,0.03268393451403595,-0.03268393451403595,0.007567286491394043,-0.007567286491394043
98000079_2022-03-26,98000079,2022-03-26,59,M,98000003.0,0.5192380952380953,-0.012277777777777776,0.012277777777777776,-0.011630635313265969,0.011630635313265969,-0.037600344686833986,0.037600344686833986,0.0,0.0,-1.0,1.0,0.0,0.0,-0.11597397551553416,1.0,0.008888371632760517,0.008888371632760517,0.05257963032657176,0.04421807801290978,0.025562316179275513,0.025562316179275513
98000082_2022-03-26,98000082,2022-03-26,46,M,98000003.0,0.6534,-0.004368421052631466,0.004368421052631466,-0.03517756909429082,0.03517756909429082,-0.06702531645569598,0.06702531645569598,0.0,0.0,0.0,0.0,0.0,0.0,-0.2659573578437366,0.0,0.0006048368301075913,-0.0006048368301075913,0.0012012886651151522,-0.0012012886651151522,0.03211253881454468,0.03211253881454468
98000084_2022-03-26,98000084,2022-03-26,24,F,98000003.0,0.4381111111111111,-0.008421052631578774,0.008421052631578774,0.045083475447552396,0.045083475447552396,0.008347298787210605,0.008347298787210605,0.0,0.0,-1.0,1.0,0.0,0.0,-0.010610193279647842,1.0,0.008705029624532568,-0.008705029624532568,0.02576122150961868,-0.02576122150961868,0.014677286148071289,-0.014677286148071289
98000089_2022-03-26,98000089,2022-03-26,22,F,98000004.0,0.43425,-0.0024761904761906317,0.0024761904761906317,0.0038741620618104045,0.0038741620618104045,-0.05308670704494811,0.05308670704494811,0.0,0.0,-1.0,1.0,-1.0,1.0,0.45875962000193954,2.0,0.001203754652694955,0.001203754652694955,0.07174066530973922,0.07174066530973922,0.03595799207687378,0.03595799207687378
98000090_2022-03-26,98000090,2022-03-26,30,F,98000004.0,0.7873,-0.004142857142857115,0.004142857142857115,-0.0042400059506989,0.0042400059506989,0.0404526617787697,0.0404526617787697,0.0,0.0,-2.0,2.0,0.0,0.0,0.0731515482030479,2.0,0.001855518878268847,0.001855518878268847,0.0499835063097388,-0.0499835063097388,0.015389800071716309,-0.015389800071716309
98000091_2022-03-26,98000091,2022-03-26,30,F,98000004.0,0.6409047619047619,0.02375000000000005,0.02375000000000005,0.05183615356701898,0.05183615356701898,0.1541964375566066,0.1541964375566066,0.0,0.0,0.0,0.0,0.0,0.0,0.30454782557921933,0.0,0.021522640050886888,-0.021522640050886888,0.026921188867729318,0.011777910334759611,0.029454052448272705,-0.006252899873824269
98000093_2022-03-26,98000093,2022-03-26,20,M,98000004.0,0.756952380952381,0.040099999999999913,0.040099999999999913,0.04835234706159153,0.04835234706159153,-0.007092376681614193,0.007092376681614193,0.0,0.0,-1.0,1.0,0.0,0.0,0.33706676761982707,1.0,0.029144179094435008,0.029144179094435008,0.003934051990179155,0.003934051990179155,0.006395280361175537,-0.006395280361175537
98000094_2022-03-26,98000094,2022-03-26,37,M,98000004.0,0.8154761904761905,0.00990476190476186,0.00990476190476186,0.028601755184945732,0.028601755184945732,0.2262240994580812,0.2262240994580812,0.0,0.0,0.0,0.0,0.0,0.0,0.21079802395093838,0.0,0.0017188045761867832,-0.0017188045761867832,0.009539151829704662,-0.009539151829704662,0.0015958547592163086,0.0015958547592163086
98000095_2022-03-26,98000095,2022-03-26,48,M,98000004.0,0.6203,-0.026380952380952394,0.026380952380952394,-0.0718890884140801,0.0718890884140801,0.07422824354478821,0.07422824354478821,0.0,0.0,0.0,0.0,0.0,0.0,0.2367832799144666,0.0,0.028377498200825024,-0.028377498200825024,0.003051255217452864,-0.003051255217452864,0.01904505491256714,-0.01904505491256714
98000096_2022-03-26,98000096,2022-03-26,63,M,98000004.0,0.3425238095238095,-0.01966666666666672,0.01966666666666672,-0.004237080693806128,0.004237080693806128,-0.037762511954096106,0.037762511954096106,0.0,0.0,0.0,0.0,0.0,0.0,-0.4060323059493449,0.0,0.011168088603583093,-0.011168088603583093,0.029002936283554992,0.029002936283554992,0.0007172226905822754,-0.0007172226905822754
98000098_2022-03-26,98000098,2022-03-26,46,M,98000004.0,0.5529,0.021571428571428575,0.021571428571428575,0.10579707033420588,0.10579707033420588,0.2944724258846029,0.2944724258846029,0.0,0.0,0.0,0.0,0.0,0.0,1.0636124133044726,0.0,0.007032581113678327,0.007032581113678327,0.08638452138929542,0.08638452138929542,0.13744676113128662,0.13744676113128662
98000099_2022-03-26,98000099,2022-03-26,22,F,98000004.0,0.4901904761904761,0.012904761904761863,0.012904761904761863,-0.013620460974908377,0.013620460974908377,-0.01975103602167659,0.01975103602167659,0.0,0.0,0.0,0.0,0.0,0.0,-0.46405233484017944,0.0,0.01594356711759859,0.01594356711759859,0.008750358892519183,0.008750358892519183,0.0046135783195495605,0.0046135783195495605
98000100_2022-03-26,98000100,2022-03-26,33,F,98000004.0,0.69615,0.001095238095238038,0.001095238095238038,0.05429467506759933,0.05429467506759933,-0.06357284029327401,0.06357284029327401,0.0,0.0,0.0,0.0,0.0,0.0,-0.17812699903373083,0.0,0.002376427464241826,0.002376427464241826,0.0022245998165323355,-0.0022245998165323355,0.009886562824249268,-0.009886562824249268
98000104_2022-03-26,98000104,2022-03-26,37,M,98000004.0,0.70875,0.018857142857143017,0.018857142857143017,-0.0022001455785723434,0.0022001455785723434,-0.051346190627988494,0.051346190627988494,0.0,0.0,-1.0,1.0,0.0,0.0,-0.0726236856671147,1.0,0.014008022946371823,-0.014008022946371823,0.011599359320020208,-0.011599359320020208,0.019989967346191406,-0.019989967346191406
98000106_2022-03-26,98000106,2022-03-26,39,M,98000005.0,0.7174736842105263,0.06574999999999986,0.06574999999999986,0.11145810367478948,0.11145810367478948,0.11064157514063777,0.11064157514063777,0.0,0.0,0.0,0.0,0.0,0.0,1.0246333390356621,0.0,0.046473320950547126,0.046473320950547126,0.06352471114075264,0.06352471114075264,0.03980147838592529,0.03980147838592529
98000109_2022-03-26,98000109,2022-03-26,34,F,98000005.0,0.5231,-0.0017000000000000348,0.0017000000000000348,0.05599541877754832,0.05599541877754832,0.0668015850551939,0.0668015850551939,0.0,0.0,-1.0,1.0,0.0,0.0,0.1655212698911662,1.0,0.009203974895085953,-0.009203974895085953,0.0012546361918727156,-0.0012546361918727156,0.04308062791824341,-0.04308062791824341
